[03:21:48.439] Namespace(root_path='../data/MS_CMRSEG/mscmrseg19_split1', exp='msc01/diffrect', model='unet', max_iterations=30000, batch_size=8, deterministic=1, base_lr=0.01, patch_size=[256, 256], seed=1337, u_weight=0.5, num_classes=4, img_channels=1, load=False, gpu='5', conf_thresh=0.8, labeled_bs=4, labeled_num=7, refine_start=1000, ema_decay=0.99, consistency_type='mse', consistency=0.1, consistency_rampup=200.0, image_size=[256, 256], base_chn_rf=64, ldm_beta_sch='cosine', ts=10, ts_sample=2, ref_consistency_weight=-1, no_color=False, no_blur=False, rot=359)
[03:21:52.929] Start pre_training
[03:21:52.929] 27 iterations per epoch
[03:22:36.800] Namespace(root_path='../data/MS_CMRSEG/mscmrseg19_split1', exp='msc01/diffrect', model='unet', max_iterations=30000, batch_size=8, deterministic=1, base_lr=0.01, patch_size=[256, 256], seed=1337, u_weight=0.5, num_classes=4, img_channels=1, load=False, gpu='5', conf_thresh=0.8, labeled_bs=4, labeled_num=7, refine_start=1000, ema_decay=0.99, consistency_type='mse', consistency=0.1, consistency_rampup=200.0, image_size=[256, 256], base_chn_rf=64, ldm_beta_sch='cosine', ts=10, ts_sample=2, ref_consistency_weight=-1, no_color=False, no_blur=False, rot=359)
[03:22:37.614] Start pre_training
[03:22:37.614] 27 iterations per epoch
[03:23:16.902] Namespace(root_path='../data/MS_CMRSEG/mscmrseg19_split1', exp='msc01/diffrect', model='unet', max_iterations=30000, batch_size=8, deterministic=1, base_lr=0.01, patch_size=[256, 256], seed=1337, u_weight=0.5, num_classes=4, img_channels=1, load=False, gpu='5', conf_thresh=0.8, labeled_bs=4, labeled_num=7, refine_start=1000, ema_decay=0.99, consistency_type='mse', consistency=0.1, consistency_rampup=200.0, image_size=[256, 256], base_chn_rf=64, ldm_beta_sch='cosine', ts=10, ts_sample=2, ref_consistency_weight=-1, no_color=False, no_blur=False, rot=359)
[03:23:17.709] Start pre_training
[03:23:17.710] 27 iterations per epoch
[21:15:56.938] Namespace(root_path='../data/MS_CMRSEG/mscmrseg19_split1', exp='msc01/diffrect', model='unet', max_iterations=30000, batch_size=8, deterministic=1, base_lr=0.01, patch_size=[256, 256], seed=1337, u_weight=0.5, num_classes=4, img_channels=1, load=False, gpu='5', conf_thresh=0.8, labeled_bs=4, labeled_num=7, refine_start=1000, ema_decay=0.99, consistency_type='mse', consistency=0.1, consistency_rampup=200.0, image_size=[256, 256], base_chn_rf=64, ldm_beta_sch='cosine', ts=10, ts_sample=2, ref_consistency_weight=-1, no_color=False, no_blur=False, rot=359)
[21:15:59.325] Start pre_training
[21:15:59.326] 27 iterations per epoch
[21:16:08.183] iteration 1: loss: 2.326829, mix_dice: 1.653435, mix_ce: 3.000224
[21:16:08.232] iteration 2: loss: 2.220989, mix_dice: 1.643955, mix_ce: 2.798024
[21:16:08.253] iteration 3: loss: 2.019784, mix_dice: 1.623401, mix_ce: 2.416168
[21:16:08.273] iteration 4: loss: 1.724046, mix_dice: 1.523630, mix_ce: 1.924462
[21:32:50.218] Namespace(root_path='../data/MS_CMRSEG/mscmrseg19_split1', exp='msc01/diffrect', model='unet', max_iterations=30000, batch_size=8, deterministic=1, base_lr=0.01, patch_size=[256, 256], seed=1337, u_weight=0.5, num_classes=4, img_channels=1, load=False, gpu='5', conf_thresh=0.8, labeled_bs=4, labeled_num=7, refine_start=1000, ema_decay=0.99, consistency_type='mse', consistency=0.1, consistency_rampup=200.0, image_size=[256, 256], base_chn_rf=64, ldm_beta_sch='cosine', ts=10, ts_sample=2, ref_consistency_weight=-1, no_color=False, no_blur=False, rot=359)
[21:32:50.372] Start pre_training
[21:32:50.372] 27 iterations per epoch
[21:32:51.177] iteration 1: loss: 2.326829, mix_dice: 1.653435, mix_ce: 3.000224
[21:32:51.207] iteration 2: loss: 2.220989, mix_dice: 1.643954, mix_ce: 2.798024
[21:32:51.228] iteration 3: loss: 2.019782, mix_dice: 1.623401, mix_ce: 2.416163
[21:32:51.249] iteration 4: loss: 1.724035, mix_dice: 1.523627, mix_ce: 1.924443
[21:32:51.995] iteration 5: loss: 1.449304, mix_dice: 1.530655, mix_ce: 1.367953
[21:32:52.017] iteration 6: loss: 1.161214, mix_dice: 1.409315, mix_ce: 0.913114
[22:01:13.580] Namespace(root_path='../data/MS_CMRSEG/mscmrseg19_split1', exp='msc01/diffrect', model='unet', max_iterations=30000, batch_size=8, deterministic=1, base_lr=0.01, patch_size=[256, 256], seed=1337, u_weight=0.5, num_classes=4, img_channels=1, load=False, gpu='5', conf_thresh=0.8, labeled_bs=4, labeled_num=7, refine_start=1000, ema_decay=0.99, consistency_type='mse', consistency=0.1, consistency_rampup=200.0, image_size=[256, 256], base_chn_rf=64, ldm_beta_sch='cosine', ts=10, ts_sample=2, ref_consistency_weight=-1, no_color=False, no_blur=False, rot=359, optimizer='adamw', weight_decay=0.01, momentum=0.9, beta1=0.9, beta2=0.999, scheduler='cosine', warmup_epochs=5, min_lr=1e-06, lr_decay=0.1, lr_decay_epochs=10)
[22:01:14.774] Start pre_training
[22:01:14.775] 27 iterations per epoch
[22:16:45.993] Namespace(root_path='../data/MS_CMRSEG/mscmrseg19_split1', exp='msc01/diffrect', model='unet', max_iterations=30000, batch_size=8, deterministic=1, base_lr=0.01, patch_size=[256, 256], seed=1337, u_weight=0.5, num_classes=4, img_channels=1, load=False, gpu='5', conf_thresh=0.8, labeled_bs=4, labeled_num=7, refine_start=1000, ema_decay=0.99, consistency_type='mse', consistency=0.1, consistency_rampup=200.0, image_size=[256, 256], base_chn_rf=64, ldm_beta_sch='cosine', ts=10, ts_sample=2, ref_consistency_weight=-1, no_color=False, no_blur=False, rot=359, optimizer='adamw', weight_decay=0.01, momentum=0.9, beta1=0.9, beta2=0.999, scheduler='cosine', warmup_epochs=5, min_lr=1e-06, lr_decay=0.1, lr_decay_epochs=10)
[22:16:46.155] Start pre_training
[22:16:46.155] 27 iterations per epoch
[22:16:48.887] iteration 1: loss: 2.326829, mix_dice: 1.653435, mix_ce: 3.000224, lr: 0.010000
[22:52:57.991] iteration 19: loss: 1.010907, mix_dice: 1.467255, mix_ce: 0.554559, lr: 0.010000
[22:52:58.143] iteration 20: loss: 0.934776, mix_dice: 1.441399, mix_ce: 0.428152, lr: 0.010000
[22:52:58.334] iteration 21: loss: 0.915628, mix_dice: 1.458431, mix_ce: 0.372825, lr: 0.010000
[22:52:58.456] iteration 22: loss: 0.919723, mix_dice: 1.431583, mix_ce: 0.407863, lr: 0.010000
[22:52:58.590] iteration 23: loss: 0.873177, mix_dice: 1.434515, mix_ce: 0.311839, lr: 0.010000
[22:52:58.749] iteration 24: loss: 1.016904, mix_dice: 1.443222, mix_ce: 0.590585, lr: 0.010000
[22:52:58.869] iteration 25: loss: 0.851847, mix_dice: 1.471632, mix_ce: 0.232063, lr: 0.010000
[22:52:59.037] iteration 26: loss: 0.958761, mix_dice: 1.448048, mix_ce: 0.469473, lr: 0.010000
[22:52:59.174] iteration 27: loss: 0.968710, mix_dice: 1.440807, mix_ce: 0.496613, lr: 0.010000
[22:52:59.359] iteration 28: loss: 0.910522, mix_dice: 1.442356, mix_ce: 0.378688, lr: 0.010000
[22:52:59.519] iteration 29: loss: 0.952808, mix_dice: 1.405191, mix_ce: 0.500424, lr: 0.010000
[22:52:59.674] iteration 30: loss: 0.909843, mix_dice: 1.387424, mix_ce: 0.432262, lr: 0.010000
[22:52:59.812] iteration 31: loss: 0.982889, mix_dice: 1.424273, mix_ce: 0.541505, lr: 0.010000
[22:52:59.948] iteration 32: loss: 0.879336, mix_dice: 1.430186, mix_ce: 0.328486, lr: 0.010000
[22:53:00.062] iteration 33: loss: 0.891614, mix_dice: 1.422083, mix_ce: 0.361144, lr: 0.010000
[22:53:00.183] iteration 34: loss: 0.850423, mix_dice: 1.435061, mix_ce: 0.265784, lr: 0.010000
[22:53:00.331] iteration 35: loss: 0.950148, mix_dice: 1.407846, mix_ce: 0.492450, lr: 0.010000
[22:53:00.476] iteration 36: loss: 0.907077, mix_dice: 1.430042, mix_ce: 0.384112, lr: 0.010000
[22:53:00.594] iteration 37: loss: 0.811538, mix_dice: 1.434498, mix_ce: 0.188578, lr: 0.010000
[22:53:00.738] iteration 38: loss: 0.944557, mix_dice: 1.488238, mix_ce: 0.400877, lr: 0.010000
[22:53:00.888] iteration 39: loss: 0.884910, mix_dice: 1.425082, mix_ce: 0.344739, lr: 0.010000
[22:53:01.019] iteration 40: loss: 0.939396, mix_dice: 1.442913, mix_ce: 0.435880, lr: 0.010000
[22:53:01.188] iteration 41: loss: 0.846389, mix_dice: 1.443070, mix_ce: 0.249708, lr: 0.010000
[22:53:01.314] iteration 42: loss: 0.940280, mix_dice: 1.418887, mix_ce: 0.461674, lr: 0.010000
[22:53:01.461] iteration 43: loss: 0.868839, mix_dice: 1.441097, mix_ce: 0.296580, lr: 0.010000
[22:53:01.581] iteration 44: loss: 0.853759, mix_dice: 1.439001, mix_ce: 0.268517, lr: 0.010000
[22:53:01.774] iteration 45: loss: 0.881334, mix_dice: 1.398778, mix_ce: 0.363889, lr: 0.010000
[22:53:01.947] iteration 46: loss: 0.956265, mix_dice: 1.441284, mix_ce: 0.471246, lr: 0.009999
[22:53:02.085] iteration 47: loss: 1.003950, mix_dice: 1.437699, mix_ce: 0.570202, lr: 0.009999
[22:53:02.237] iteration 48: loss: 0.868284, mix_dice: 1.388998, mix_ce: 0.347571, lr: 0.009999
[22:53:02.342] iteration 49: loss: 0.874650, mix_dice: 1.386857, mix_ce: 0.362442, lr: 0.009999
[22:53:02.448] iteration 50: loss: 0.913004, mix_dice: 1.416635, mix_ce: 0.409372, lr: 0.009999
[22:53:02.580] iteration 51: loss: 0.840515, mix_dice: 1.428436, mix_ce: 0.252595, lr: 0.009999
[22:53:02.723] iteration 52: loss: 0.852829, mix_dice: 1.376125, mix_ce: 0.329534, lr: 0.009999
[22:53:02.863] iteration 53: loss: 0.858915, mix_dice: 1.404375, mix_ce: 0.313456, lr: 0.009999
[22:53:03.010] iteration 54: loss: 0.894678, mix_dice: 1.388546, mix_ce: 0.400810, lr: 0.009999
[22:53:03.166] iteration 55: loss: 0.914348, mix_dice: 1.447084, mix_ce: 0.381611, lr: 0.009999
[22:53:03.290] iteration 56: loss: 0.861871, mix_dice: 1.392270, mix_ce: 0.331471, lr: 0.009999
[22:53:03.417] iteration 57: loss: 0.825446, mix_dice: 1.425486, mix_ce: 0.225405, lr: 0.009999
[22:53:03.576] iteration 58: loss: 0.907786, mix_dice: 1.414822, mix_ce: 0.400749, lr: 0.009999
[22:53:03.757] iteration 59: loss: 0.984608, mix_dice: 1.469118, mix_ce: 0.500097, lr: 0.009999
[22:53:03.878] iteration 60: loss: 0.914958, mix_dice: 1.412908, mix_ce: 0.417009, lr: 0.009999
[22:53:04.022] iteration 61: loss: 0.841857, mix_dice: 1.390137, mix_ce: 0.293577, lr: 0.009999
[22:53:04.179] iteration 62: loss: 0.933130, mix_dice: 1.417015, mix_ce: 0.449245, lr: 0.009999
[22:53:04.319] iteration 63: loss: 0.816156, mix_dice: 1.405595, mix_ce: 0.226718, lr: 0.009999
[22:53:04.445] iteration 64: loss: 0.850541, mix_dice: 1.397544, mix_ce: 0.303537, lr: 0.009999
[22:53:04.588] iteration 65: loss: 0.909017, mix_dice: 1.365840, mix_ce: 0.452194, lr: 0.009999
[22:53:04.714] iteration 66: loss: 0.917238, mix_dice: 1.402842, mix_ce: 0.431634, lr: 0.009999
[22:53:04.873] iteration 67: loss: 0.863870, mix_dice: 1.325219, mix_ce: 0.402520, lr: 0.009999
[22:53:05.048] iteration 68: loss: 0.849280, mix_dice: 1.309689, mix_ce: 0.388870, lr: 0.009999
[22:53:05.202] iteration 69: loss: 0.806371, mix_dice: 1.326185, mix_ce: 0.286557, lr: 0.009999
[22:53:05.310] iteration 70: loss: 0.837992, mix_dice: 1.365119, mix_ce: 0.310865, lr: 0.009999
[22:53:05.469] iteration 71: loss: 0.798006, mix_dice: 1.368533, mix_ce: 0.227479, lr: 0.009999
[22:53:05.588] iteration 72: loss: 0.891879, mix_dice: 1.378941, mix_ce: 0.404816, lr: 0.009999
[22:53:05.707] iteration 73: loss: 0.884852, mix_dice: 1.393257, mix_ce: 0.376446, lr: 0.009999
[22:53:05.856] iteration 74: loss: 0.849268, mix_dice: 1.263610, mix_ce: 0.434925, lr: 0.009999
[22:53:06.033] iteration 75: loss: 0.950483, mix_dice: 1.465747, mix_ce: 0.435218, lr: 0.009999
[22:53:06.179] iteration 76: loss: 0.855764, mix_dice: 1.289094, mix_ce: 0.422434, lr: 0.009999
[22:53:06.336] iteration 77: loss: 0.978576, mix_dice: 1.431673, mix_ce: 0.525480, lr: 0.009999
[22:53:06.469] iteration 78: loss: 0.983484, mix_dice: 1.490501, mix_ce: 0.476466, lr: 0.009998
[22:53:06.570] iteration 79: loss: 0.751165, mix_dice: 1.349025, mix_ce: 0.153305, lr: 0.009998
[22:53:06.706] iteration 80: loss: 0.986316, mix_dice: 1.472190, mix_ce: 0.500441, lr: 0.009998
[22:53:06.887] iteration 81: loss: 0.882710, mix_dice: 1.379031, mix_ce: 0.386388, lr: 0.009998
[22:53:07.007] iteration 82: loss: 0.880679, mix_dice: 1.379351, mix_ce: 0.382007, lr: 0.009998
[22:53:07.112] iteration 83: loss: 0.757523, mix_dice: 1.365964, mix_ce: 0.149083, lr: 0.009998
[22:53:07.242] iteration 84: loss: 0.840628, mix_dice: 1.367859, mix_ce: 0.313397, lr: 0.009998
[22:53:07.380] iteration 85: loss: 0.843335, mix_dice: 1.365222, mix_ce: 0.321447, lr: 0.009998
[22:53:07.513] iteration 86: loss: 0.884837, mix_dice: 1.307171, mix_ce: 0.462502, lr: 0.009998
[22:53:07.644] iteration 87: loss: 0.889428, mix_dice: 1.394956, mix_ce: 0.383901, lr: 0.009998
[22:53:07.771] iteration 88: loss: 0.771055, mix_dice: 1.315248, mix_ce: 0.226861, lr: 0.009998
[22:53:07.895] iteration 89: loss: 0.827467, mix_dice: 1.344268, mix_ce: 0.310666, lr: 0.009998
[22:53:08.030] iteration 90: loss: 0.852200, mix_dice: 1.340985, mix_ce: 0.363415, lr: 0.009998
[22:53:08.165] iteration 91: loss: 0.839215, mix_dice: 1.326840, mix_ce: 0.351590, lr: 0.009998
[22:53:08.302] iteration 92: loss: 0.802683, mix_dice: 1.343661, mix_ce: 0.261706, lr: 0.009998
[22:53:08.431] iteration 93: loss: 0.859106, mix_dice: 1.363123, mix_ce: 0.355089, lr: 0.009998
[22:59:33.915] Namespace(root_path='../data/MS_CMRSEG/mscmrseg19_split1', exp='msc01/diffrect', model='unet', max_iterations=30000, batch_size=8, deterministic=1, base_lr=0.01, patch_size=[256, 256], seed=1337, u_weight=0.5, num_classes=4, img_channels=1, load=False, gpu='5', conf_thresh=0.8, labeled_bs=4, labeled_num=7, refine_start=1000, ema_decay=0.99, consistency_type='mse', consistency=0.1, consistency_rampup=200.0, image_size=[256, 256], base_chn_rf=64, ldm_beta_sch='cosine', ts=10, ts_sample=2, ref_consistency_weight=-1, no_color=False, no_blur=False, rot=359, optimizer='adamw', weight_decay=0.01, momentum=0.9, beta1=0.9, beta2=0.999, scheduler='cosine', warmup_epochs=5, min_lr=1e-06, lr_decay=0.1, lr_decay_epochs=10)
[22:59:34.076] Start pre_training
[22:59:34.076] 27 iterations per epoch
[22:59:34.735] iteration 1: loss: 2.348572, mix_dice: 1.670224, mix_ce: 3.026919, lr: 0.010000
[22:59:34.896] iteration 2: loss: 1.713278, mix_dice: 1.555481, mix_ce: 1.871076, lr: 0.010000
[22:59:35.050] iteration 3: loss: 1.168252, mix_dice: 1.419999, mix_ce: 0.916504, lr: 0.010000
[22:59:35.215] iteration 4: loss: 0.949561, mix_dice: 1.421331, mix_ce: 0.477791, lr: 0.010000
[22:59:35.351] iteration 5: loss: 0.852280, mix_dice: 1.431416, mix_ce: 0.273143, lr: 0.010000
[22:59:35.457] iteration 6: loss: 1.008205, mix_dice: 1.449905, mix_ce: 0.566506, lr: 0.010000
[22:59:35.597] iteration 7: loss: 0.887057, mix_dice: 1.398131, mix_ce: 0.375983, lr: 0.010000
[22:59:35.718] iteration 8: loss: 1.004672, mix_dice: 1.422730, mix_ce: 0.586614, lr: 0.010000
[22:59:35.845] iteration 9: loss: 0.906861, mix_dice: 1.442795, mix_ce: 0.370926, lr: 0.010000
[22:59:36.018] iteration 10: loss: 0.889781, mix_dice: 1.474479, mix_ce: 0.305082, lr: 0.010000
[22:59:36.142] iteration 11: loss: 0.876053, mix_dice: 1.469632, mix_ce: 0.282473, lr: 0.010000
[22:59:36.279] iteration 12: loss: 0.933430, mix_dice: 1.466651, mix_ce: 0.400208, lr: 0.010000
[22:59:36.404] iteration 13: loss: 0.939714, mix_dice: 1.483200, mix_ce: 0.396228, lr: 0.010000
[22:59:36.550] iteration 14: loss: 0.892347, mix_dice: 1.461062, mix_ce: 0.323631, lr: 0.010000
[22:59:36.707] iteration 15: loss: 0.897263, mix_dice: 1.471894, mix_ce: 0.322632, lr: 0.010000
[22:59:36.852] iteration 16: loss: 0.811549, mix_dice: 1.463464, mix_ce: 0.159634, lr: 0.010000
[22:59:36.971] iteration 17: loss: 0.950235, mix_dice: 1.428015, mix_ce: 0.472454, lr: 0.010000
[22:59:37.094] iteration 18: loss: 0.895232, mix_dice: 1.432930, mix_ce: 0.357534, lr: 0.010000
[22:59:37.243] iteration 19: loss: 0.971121, mix_dice: 1.452001, mix_ce: 0.490240, lr: 0.010000
[22:59:37.381] iteration 20: loss: 0.920025, mix_dice: 1.426388, mix_ce: 0.413661, lr: 0.010000
[22:59:37.566] iteration 21: loss: 0.894846, mix_dice: 1.431898, mix_ce: 0.357794, lr: 0.010000
[22:59:37.687] iteration 22: loss: 0.921909, mix_dice: 1.409733, mix_ce: 0.434084, lr: 0.010000
[22:59:37.820] iteration 23: loss: 0.883167, mix_dice: 1.421955, mix_ce: 0.344378, lr: 0.010000
[22:59:37.973] iteration 24: loss: 1.005700, mix_dice: 1.428285, mix_ce: 0.583114, lr: 0.010000
[22:59:38.105] iteration 25: loss: 0.847019, mix_dice: 1.462503, mix_ce: 0.231535, lr: 0.010000
[22:59:38.274] iteration 26: loss: 0.936778, mix_dice: 1.431580, mix_ce: 0.441977, lr: 0.010000
[22:59:38.413] iteration 27: loss: 0.951833, mix_dice: 1.431967, mix_ce: 0.471698, lr: 0.010000
[22:59:38.624] iteration 28: loss: 0.898422, mix_dice: 1.436254, mix_ce: 0.360590, lr: 0.010000
[22:59:38.769] iteration 29: loss: 0.941989, mix_dice: 1.408323, mix_ce: 0.475655, lr: 0.010000
[22:59:38.923] iteration 30: loss: 0.895611, mix_dice: 1.403005, mix_ce: 0.388216, lr: 0.010000
[22:59:39.067] iteration 31: loss: 0.974288, mix_dice: 1.438827, mix_ce: 0.509748, lr: 0.010000
[22:59:39.206] iteration 32: loss: 0.874716, mix_dice: 1.451059, mix_ce: 0.298373, lr: 0.010000
[22:59:39.319] iteration 33: loss: 0.891128, mix_dice: 1.444612, mix_ce: 0.337644, lr: 0.010000
[22:59:39.440] iteration 34: loss: 0.834724, mix_dice: 1.443388, mix_ce: 0.226060, lr: 0.010000
[22:59:39.591] iteration 35: loss: 0.954586, mix_dice: 1.422424, mix_ce: 0.486748, lr: 0.010000
[22:59:39.754] iteration 36: loss: 0.910972, mix_dice: 1.441865, mix_ce: 0.380079, lr: 0.010000
[22:59:39.877] iteration 37: loss: 0.812254, mix_dice: 1.436751, mix_ce: 0.187758, lr: 0.010000
[22:59:40.008] iteration 38: loss: 0.941908, mix_dice: 1.485600, mix_ce: 0.398216, lr: 0.010000
[22:59:40.165] iteration 39: loss: 0.880807, mix_dice: 1.416950, mix_ce: 0.344664, lr: 0.010000
[22:59:40.300] iteration 40: loss: 0.929851, mix_dice: 1.429582, mix_ce: 0.430120, lr: 0.010000
[22:59:40.475] iteration 41: loss: 0.844935, mix_dice: 1.422967, mix_ce: 0.266902, lr: 0.010000
[22:59:40.593] iteration 42: loss: 0.926352, mix_dice: 1.395318, mix_ce: 0.457385, lr: 0.010000
[22:59:40.733] iteration 43: loss: 0.876732, mix_dice: 1.427730, mix_ce: 0.325734, lr: 0.010000
[22:59:40.841] iteration 44: loss: 0.851794, mix_dice: 1.415509, mix_ce: 0.288080, lr: 0.010000
[22:59:41.040] iteration 45: loss: 0.878888, mix_dice: 1.379212, mix_ce: 0.378563, lr: 0.010000
[22:59:41.189] iteration 46: loss: 0.947441, mix_dice: 1.424819, mix_ce: 0.470062, lr: 0.009999
[22:59:41.321] iteration 47: loss: 0.976259, mix_dice: 1.414096, mix_ce: 0.538422, lr: 0.009999
[22:59:41.474] iteration 48: loss: 0.866589, mix_dice: 1.377013, mix_ce: 0.356164, lr: 0.009999
[22:59:41.600] iteration 49: loss: 0.886094, mix_dice: 1.393757, mix_ce: 0.378432, lr: 0.009999
[22:59:41.701] iteration 50: loss: 0.889487, mix_dice: 1.398933, mix_ce: 0.380041, lr: 0.009999
[22:59:41.832] iteration 51: loss: 0.831552, mix_dice: 1.425821, mix_ce: 0.237282, lr: 0.009999
[22:59:41.971] iteration 52: loss: 0.840824, mix_dice: 1.379703, mix_ce: 0.301946, lr: 0.009999
[22:59:42.107] iteration 53: loss: 0.843572, mix_dice: 1.408303, mix_ce: 0.278840, lr: 0.009999
[22:59:42.260] iteration 54: loss: 0.895162, mix_dice: 1.403208, mix_ce: 0.387116, lr: 0.009999
[22:59:42.393] iteration 55: loss: 0.895970, mix_dice: 1.455892, mix_ce: 0.336049, lr: 0.009999
[22:59:42.509] iteration 56: loss: 0.851027, mix_dice: 1.398038, mix_ce: 0.304016, lr: 0.009999
[22:59:42.629] iteration 57: loss: 0.800337, mix_dice: 1.413290, mix_ce: 0.187383, lr: 0.009999
[22:59:42.785] iteration 58: loss: 0.890847, mix_dice: 1.408254, mix_ce: 0.373440, lr: 0.009999
[22:59:42.952] iteration 59: loss: 1.008928, mix_dice: 1.476956, mix_ce: 0.540900, lr: 0.009999
[22:59:43.072] iteration 60: loss: 0.922292, mix_dice: 1.422564, mix_ce: 0.422020, lr: 0.009999
[22:59:43.212] iteration 61: loss: 0.822231, mix_dice: 1.351568, mix_ce: 0.292894, lr: 0.009999
[22:59:43.373] iteration 62: loss: 0.930907, mix_dice: 1.399204, mix_ce: 0.462611, lr: 0.009999
[22:59:43.509] iteration 63: loss: 0.808346, mix_dice: 1.362757, mix_ce: 0.253935, lr: 0.009999
[22:59:43.617] iteration 64: loss: 0.823456, mix_dice: 1.344805, mix_ce: 0.302107, lr: 0.009999
[22:59:43.773] iteration 65: loss: 0.897971, mix_dice: 1.326245, mix_ce: 0.469698, lr: 0.009999
[22:59:43.896] iteration 66: loss: 0.951603, mix_dice: 1.382793, mix_ce: 0.520413, lr: 0.009999
[22:59:44.049] iteration 67: loss: 0.853972, mix_dice: 1.300795, mix_ce: 0.407149, lr: 0.009999
[22:59:44.217] iteration 68: loss: 0.854009, mix_dice: 1.303496, mix_ce: 0.404522, lr: 0.009999
[22:59:44.377] iteration 69: loss: 0.844733, mix_dice: 1.334119, mix_ce: 0.355347, lr: 0.009999
[22:59:44.487] iteration 70: loss: 0.865761, mix_dice: 1.378705, mix_ce: 0.352816, lr: 0.009999
[22:59:44.667] iteration 71: loss: 0.801687, mix_dice: 1.354444, mix_ce: 0.248930, lr: 0.009999
[22:59:44.790] iteration 72: loss: 0.902878, mix_dice: 1.387481, mix_ce: 0.418275, lr: 0.009999
[22:59:44.898] iteration 73: loss: 0.941482, mix_dice: 1.438700, mix_ce: 0.444265, lr: 0.009999
[22:59:45.045] iteration 74: loss: 0.984994, mix_dice: 1.415771, mix_ce: 0.554217, lr: 0.009999
[22:59:45.233] iteration 75: loss: 0.784034, mix_dice: 1.418025, mix_ce: 0.150042, lr: 0.009999
[22:59:45.388] iteration 76: loss: 0.905485, mix_dice: 1.388710, mix_ce: 0.422261, lr: 0.009999
[22:59:45.537] iteration 77: loss: 0.934894, mix_dice: 1.432674, mix_ce: 0.437114, lr: 0.009999
[22:59:45.677] iteration 78: loss: 0.850037, mix_dice: 1.393837, mix_ce: 0.306237, lr: 0.009998
[22:59:45.788] iteration 79: loss: 0.829835, mix_dice: 1.436924, mix_ce: 0.222747, lr: 0.009998
[22:59:45.946] iteration 80: loss: 0.890067, mix_dice: 1.378887, mix_ce: 0.401248, lr: 0.009998
[22:59:46.113] iteration 81: loss: 0.894686, mix_dice: 1.349953, mix_ce: 0.439418, lr: 0.009998
[22:59:46.222] iteration 82: loss: 0.866287, mix_dice: 1.347385, mix_ce: 0.385188, lr: 0.009998
[22:59:46.324] iteration 83: loss: 0.777812, mix_dice: 1.380514, mix_ce: 0.175110, lr: 0.009998
[22:59:46.457] iteration 84: loss: 0.841218, mix_dice: 1.361010, mix_ce: 0.321426, lr: 0.009998
[22:59:46.587] iteration 85: loss: 0.848500, mix_dice: 1.386903, mix_ce: 0.310097, lr: 0.009998
[22:59:46.718] iteration 86: loss: 0.892959, mix_dice: 1.326730, mix_ce: 0.459188, lr: 0.009998
[22:59:46.847] iteration 87: loss: 0.882442, mix_dice: 1.397543, mix_ce: 0.367340, lr: 0.009998
[22:59:46.963] iteration 88: loss: 0.762782, mix_dice: 1.297698, mix_ce: 0.227866, lr: 0.009998
[22:59:47.104] iteration 89: loss: 0.828009, mix_dice: 1.348907, mix_ce: 0.307111, lr: 0.009998
[22:59:47.221] iteration 90: loss: 0.868256, mix_dice: 1.350862, mix_ce: 0.385650, lr: 0.009998
[22:59:47.357] iteration 91: loss: 0.954339, mix_dice: 1.433891, mix_ce: 0.474787, lr: 0.009998
[22:59:47.491] iteration 92: loss: 0.826432, mix_dice: 1.380594, mix_ce: 0.272271, lr: 0.009998
[22:59:47.614] iteration 93: loss: 0.875316, mix_dice: 1.411864, mix_ce: 0.338768, lr: 0.009998
[22:59:47.790] iteration 94: loss: 0.795261, mix_dice: 1.306513, mix_ce: 0.284010, lr: 0.009998
[22:59:47.904] iteration 95: loss: 0.778667, mix_dice: 1.322877, mix_ce: 0.234458, lr: 0.009998
[22:59:48.063] iteration 96: loss: 0.770827, mix_dice: 1.299141, mix_ce: 0.242513, lr: 0.009998
[22:59:48.201] iteration 97: loss: 0.859686, mix_dice: 1.311869, mix_ce: 0.407504, lr: 0.009998
[22:59:48.319] iteration 98: loss: 0.913442, mix_dice: 1.430951, mix_ce: 0.395933, lr: 0.009998
[22:59:48.469] iteration 99: loss: 0.784861, mix_dice: 1.309997, mix_ce: 0.259725, lr: 0.009998
[22:59:48.611] iteration 100: loss: 0.822191, mix_dice: 1.305767, mix_ce: 0.338615, lr: 0.009998
[22:59:48.766] iteration 101: loss: 0.834230, mix_dice: 1.343127, mix_ce: 0.325333, lr: 0.009997
[22:59:48.877] iteration 102: loss: 0.741016, mix_dice: 1.298074, mix_ce: 0.183957, lr: 0.009997
[22:59:48.997] iteration 103: loss: 0.736667, mix_dice: 1.316725, mix_ce: 0.156610, lr: 0.009997
[22:59:49.175] iteration 104: loss: 0.756513, mix_dice: 1.278053, mix_ce: 0.234972, lr: 0.009997
[22:59:49.281] iteration 105: loss: 0.696423, mix_dice: 1.226554, mix_ce: 0.166291, lr: 0.009997
[22:59:49.442] iteration 106: loss: 0.757103, mix_dice: 1.244291, mix_ce: 0.269914, lr: 0.009997
[22:59:49.556] iteration 107: loss: 0.907950, mix_dice: 1.313197, mix_ce: 0.502703, lr: 0.009997
[22:59:49.693] iteration 108: loss: 0.778667, mix_dice: 1.341431, mix_ce: 0.215903, lr: 0.009997
[22:59:49.809] iteration 109: loss: 0.882113, mix_dice: 1.291541, mix_ce: 0.472685, lr: 0.009997
